,asin,summary
180,B004XW6NUM,Vacation on Earth Review Stunk Ok story Not vacation This book prompts readers to think about their minds and sex ear Very amusing.
181,B004XWB5P0,"Okay A Taste Sweet and Salty A very short, very strange story."
182,B004XWPSOY,I love Wells books
183,B004XZSBU4,Good stories Wine & Rugs Korval short stories Laiden Universe Val Con and Pat Rin as Shadow and Conrad Eidolon Great additions to the Liaden Universe.  Wish they were full length. Five Stars
184,B004Y5I74I,Heirloom - Important read for the Liaden Universe Five Stars
185,B004Y64QNS,That's all you have to know to guarantee a great story! Daav and Er Thom backstories Okay-- Had a hard time following Five Stars Great fiction series
186,B004YE6FLQ,"much too short ""Broken Moon""...an intriguing short urban fantasy Great Short story... Worthwhile Good Short Story Four Stars the story goes from sexscene to sexscene and because of ... Wonderful"
187,B004YEZ53U,SciFan It draws you in.
188,B004YKYCAG,Enjoyable Short Story More fantasy then fiction
189,B004YQBQ04,Great fantasy novel great book for fantasy readers
190,B004YQVP1O,Perfect Bedtime Story! Give This One a Pass
191,B004YR8J1C,Four Stars Warning: there are commas placed nilly-willy throughout this book An Enjoyable Offbeat End of the World
192,B004YTFDV4,"Excellent fantasy short story! A good read Aging Warrior Winter's Bite Good short story to get you interested in series A nice short... Definitely a short story Short story Great Short Story. A great short story, I'm so glad I read it. excellent read Enjoyable ""Winter's Bite""...a short fantasy/adventure of the highest quality Short Three Stars (713 Kindle Locations) A solid short A Great Shortstory Well done, Ms. Bellet"
193,B004YTFEGS,excellent A great story Well written series opener
194,B004YTMNUS,"""What sound? go up on your roof, drop a ripe watermelon onto your driveway.  that sound"""
195,B004YTPEMW,"Sacrifice (The Queen's Blade) Good escapist reading Not deep epic fantasy, but entirely engaging nonetheless RECOMMEND! great Interesting Very nice reading for young and mature adults Interesting & full of intrigue great read i love it Sacrifice (The Queen's Blade) Good series Five Stars Armies from two different countries invade! Live or die My Favorite Good second book"
196,B004YTPHJ2,"Good Series Master of the Dance (The Queen's Blade) Good escapist reading Another review! Absolutely loved it Must read if you read and liked the previous books of the series since it's a continuation Yet another fantastic installment great read i love it Master of the Dance (The Queen's Blade) buy it Five Stars Continued character development, Perfect Real Cool Still good, but getting repetitious LOVE IT! RECOMMEND IT!"
197,B004YTT2H0,"An excellent start read all now Five Stars Good Assassin for the Queen What makes an assassin the best who ever lived? Totally Hooked I enjoyed it RECOMMEND fabulous Interesting Interesting subject and very well presented. Great book - series of book good story A Good series Good escapist reading A clean, fast read."
198,B004YTT3RY,"Good escapist reading Another good one. Awesome series RECOMMEND! Absolutely loved it Very nice, must read, continuation of the first two in the series. More intrigue & action great read i love it Invisible Assassin (The Queen's Blade Good Series Five Stars The Cotti King save the Queen and Blade! Excellent and Fabulous"
199,B004YTT51I,"My least favorite of the series, but definitely worth the read. RECOMMEND Absolutely loved it If you read and liked the first three books of the series you won't be dissapointed. A good follow up great read i love it Sacred Knight of the Veil (The Queen's Blade) Good Series Sacred Knight of the Veil (The Queen's Blade) Good escapist reading ... series you won't be able to stop reading this fine story. Blade is given some big time tasks! Priest or devil? Amazing Best book in the series thus far"
200,B004YTT5IQ,Lord Protector (The Queen's Blade) Lord Protector (The Queen's Blade) Good escapist reading A nice finish. Good story continues. Born a commoner to become a Lord Great Read Fantastic Series RECOMMEND Absolutely loved it Must read if you've got through the first five of the series since this is the end of the story. A deep & meaningful finale - well done TC Southwell! great read i love it Lord Protector (The Queen's Blade) Good Series Does Blade find his heart or leave it broken? Five Stars
201,B004YWFSFM,"Likable characters, modest plot, pleasant read Laiden Universe Some of the Best of the Short Stories in Liaden Universe: Moonhawk, Lute, and Pat Rin Five Stars Great fiction series!"
202,B004YWG9Q4,"Conash: Dead Son (The Queen's Blade) Good Series Conash: Dead Son (The Queen's Blade) Good escapist reading These two ""prequels"" may be my favorite in the whole set. buy it Wonderful Absolutely loved it very good great read"
203,B004YWGKGS,the best series I have read in a while A great follow-up SF worth reading. good Easy Read
204,B004YWK8R0,Great Adventure good Three Stars Sabre Series Liked the cover better then the story brilliant Well worth reading !!! Good Tale and Looking Forward to the Sequel Readable but a cliffhanger Good Sci/Fi start for a series Needs A Lot Of Work Cool alternate worlds and universe..or is it. Just ok Save Your Confederate Money the South is Going to Rise
205,B004YWKA1Y,I want more of Tarke and Rayne more please A very good finale to The Slave Empire !! good Kind of a surprise
206,B004YWN9DK,"Was fun Nice read. Good book, electronic format funky had potential Fun fast paced action. Reminds me of John Steakley's ""Armor"" One minor point that was major for me ANOTHER AMAZON SHORT STORY"
207,B004YX8P4M,"Really Good Story You read one you need to read the whole series Pretty good Love the story. Amazing Story Possible or Probable? Renewal Recommend A good story at the right price. Cute Story A goog, not great, read Great Concept and Storytelling So so story - decent but missing some real action Utterly simplistic A great series A really excellent read Nice Series and Recommended My new favorite author Pie in the sky with no substance Great short read that got me hooked on the set Great start to the Renewal series Plausible, readable, and great value for the price A good introduction to the characters and the story line RJM,SFC,Ret Great story, knowable characters... brilliant marketing Very promising start to a series Very interesting story and characters Renewal reality?"
208,B004YXBDG4,I Almost Lost My Job :-) good space opera
209,B004Z1DZLQ,Disappointing but I'm not giving up.... Was good Four Stars
210,B004Z1FK9G,Fantastic Book & series Bane is Back in Action! Hooked in characters Five Stars great
211,B004Z1FQ0O,"very good Don't judge the cover! i love it Sure, this is a bit of a Cliche, but that's what makes it Good Five Stars"
212,B004Z1MXBO,For Want of a Nail Interesting Very crisp and witty! Hugo award winning story - 'For want of a nail' Don't bother to read Very good sci-fi short story Hugo Award winner
213,B004Z1TODO,Move over Bane.....Kayos is here! Grey God (Demon Lord) Grey God (Demon Lord) Building the universes Five Stars great very good
214,B004Z7TM6W,Great origin story Ren Zel's Story Changeling Five Stars Great fiction read!
215,B004Z81SCC,Review of The Broken Sword
216,B004Z88OMY,Incredibly good A beautiful and troubled story
217,B004Z8ZK9O,Fun and Cute Addition!
218,B004Z99U3K,"A book that lives up to science fiction legends. A really good book Three Stars Great start to a series Great! Fun space romp Action Packed An ok book Bypass Gemini Book 1 Good SciFi SOOOOOOOOOOO GOOD! Great story, lots of action and plot twist and ... Great fun! Big Sigma is Big Fun! Good read, good characters, Bypass Gemini, by Joseph R Lallo. Escapism for those bound by earth's gravity, take the ride.. you'll enjoy it Good stand alone story Five Stars 2 stars more like a 3.5, very good story with lots of action. SciFi Noir Comedy! A Fun SF Read A quirky bit of fun Five Stars Joseph Lallo is a humanist hi there T Great read - fast and frivolous! Great read that left me wanting more because I had to Bypass Gemini Review. Four Stars feels a bit like you are running, it's so fast.  thoroughly enjoyed. Butch Cassidy and Sundance ride again - in space ships! Fun Sci Fi Read Five Stars fantastic book Five Stars It is a fun book to read Good book! A GREAT READ A good space yarn very surprised! Great book. recommend this to anyone interseted in suspense ... Good space opera and a comfortable read Enjoyable Humorous Sci-Fi, a Fun Read The good thing is that there's much more action Funk, Soul Brother Shelve Your Deep thoughts, Sit Back, Read and Enjoy Absolutely Excellent!! Karter rocks !! Bypass Gemini Best New scify in years-Bypass Gemini (for Kindle) from Amazon Bypass Gemini#1 good plot and interesting pretty good sci-fi tale Great book. good read bypass this book Two Stars Wow Absolutely Wonderful! Great Read!!! Great book! Bypass Gemini Fantastic, just bought the next book! A little over the top. excellent read hunger outs, plenty of tech and everyone's a smartness A new sci-fi story worth the read. Wow! Larry's Take Fast paced, ""fast and furious"" adventure, well done! Loved the Humor and the Story In the end I enjoyed the book This needs to be a movie! Just as good as the other. YA will eat this up A great new series? Excellent job Han Solo has competition Excellent, riveting, 5 Stars (though I don't endorse the ""Love it"" appellation) Bypass Gemini Bypass Gemini A good book for the holidays Bypass Gemini Go ahead, read it...yer gonna ""like"" it!! As good as it's rating Excellent beginning to a series. Book two is available now. Well worth your time. wonderful space opera S/F wow!  not your ordinary scifi novel Great book! hard to put down. Funny and fast-paced read. Great Tongue and Cheek Style Story Bypass Gemini light reading Big fan Great Book!!! None stop Great story"
219,B004Z9G3PS,"Thought it Long winded Impressive and Entertaining Five Stars Too much rope Yes, Yes, Yes - who would have thought H Beam Piper could be followed like this?"
