,reviewerID,summary
124,A12NN9CARL7FOC,Nicely written Cathrien Kambridge Five Stars Five Stars Make or Breack the Hero Warriors Blood book 1 to 7 Good Siri is you need to read the first two ...
125,A12NQATS8Q20I0,"Decent Military Sci-Fi But No Way To Continue That War Lightly flawed, but otherwise an excellent military sic-fi. Very good space warfare novel. Promising, but needs a lot of work"
126,A12O5K3EQ4MC7Z,"Not a Military SFI but a wonderful character filled tale Intricate plot and colorful characters Liked the cover better then the story Great Tongue and Cheek Style Story Wonderful Character Driven Story The story is brilliant A fun story Post Apocalyptic Hornblower A fun read for military SCFI Would be good for tween audience A fast read and an enjoyable read Very Enjoyable Enjoyable but just did not grab me Fun story- buy it A story that drags you in The Wrath of war is ugly A really enjoyable tale A Lighthearted Tale Highly Entertaining fight after fight More fun with this author Enjoyable Twists and Turns A Classic Greek Tragic Tale A fun story Made for TV script I enjoyed the premise Good Young Adult Story A Fast Read A Fun Read A Grim Reminder of the Turmoil of War Another great stride in the saga Things go badly for the Admiral An Enjoyable Offbeat End of the World A Fun Tale Enjoyable Space Battles A fair amount of action Clever Story Another Good Book in the Empire Universe Excellent Story Cornerstone of a Great New Space Opera A Great Tale Slow build up to 70% Nice Romance and Intrigue Boxer Rebellion in Sci-fi A very original story Perhaps pre-teens will like it An enjoyable story A fun story with interesting twists Better than the first novel Not as good as the others Just does not capture that epic feel Great Series Continues A fun addition to the series Fun Novel Well, the Cover is kind of cool A Must Read for Spineward Readers Reads like a world war II submarine novel Interesting but Slow Paced Some Thing New in Zombies A quick read. An enjoyable addition to the series Fine for a high school audience A Thriller with Space Marrine Combat Clever Plot Hard Core Space Marine Action A fast read Good Action and Destruction of Spaceships Great Story I really enjoyed the action Another fun space marine story What You Haven't Bought it Yet? A fun story What a Surprise Sword fighting and Lasers Really a Bundle Not to Miss! Honestly A Wonderful Story for SCI-FI readers A Fast Reading Mystery and Adventure A splendid action tale A very enjoyable Tale An Enjoyable Offbeat End of the World Surprising Depth A Highly Entertaining Story I want book 3! Another Wow from this author Fun Story if you like Space Marines Fully of tactical fighting A fun story No Character Depth Read it in one sitting An Enjoyable Offbeat End of the World An Old Warhorse rides in to Save the Day Well Developed Characters and Plot A Fast Read Enjoyable but not Compelling The Dirty Lizards are Back! Worth Buying and Reading Had to read it in one sitting"
127,A12O6IA0QLZSGW,Five Stars Five Stars Five Stars Five Stars Five Stars
128,A12Q5GZV679RZ5,Great story! I'm following the author so I can ... Great story! I'm following the author so I can ... Great story! I'm following the author so I can ... Great story! I'm following the author so I can ... Great story! I'm following the author so I can ... Great story! I'm following the author so I can ... Great story! I'm following the author so I can ... Great series! I'm following the author so I can ... Great story! I'm following the author so I can ...
129,A12RYTEJCJ3H0M,I love the style of this series don't like a mindset that just seeks out people to kill I love this series Rather boring Not much personal connection to the characters. Three Stars Five Stars I really enjoyed this whole series Four Stars I felt sad each time one of them died I can hardly wait for the next episode It is a good story of financial corruption. I love this series
130,A12SY5K8HHAW80,GOOD STORY Good space romance Good concept Love the Ice Planet series Short but sweet Good alien romance
131,A12TWRCUPVYKCF,Read Currie's Odyssey series and enjoyed it. Figured while I was waiting for the ... Excellent read Five Stars Five Stars I reviewed one off the earlier books and was pretty tough on his character development Four Stars
132,A12UADHB0QU9ES,"Really liked this book Nice background story, and a different twist The story continues, but it's getting a bit long Intetesting look at a possible future of our race. Five Stars Another good series starts Great new series"
133,A12UEEMOK53IKB,"Amazing ending to this trilogy Love the world scope and the overwhelming zombies Thanks for the great books, Dirk it can't get any worse and it ALWAYS does Five Stars"
134,A12UYEHOO13CJ2,"go on, pick this one need endings!!! need more!!! Please Tell me Theres More!!!!!! an awesome series"
135,A12YD8YDWVSRKM,Five Stars Four Stars Five Stars Four Stars These books keep getting better and better Five Stars
136,A12YL92ECRXANI,Four Stars Five Stars Five Stars Four Stars Five Stars
137,A12ZI062W66U3F,"The Armageddon Machine Bypass Gemini Enemy of Man Book 1, Sky Hunter The pattern Ship Blood War, Book 1 Shock Diamonds Guardian Awakening Guardian Generations Conviction Cobra Starship Blackbeard Naero's War The Alcantaran series"
138,A130JLVUVHE97E,"Good book! Interesting storyline Charlie discovers a new Ally for the war to come! It's a good book, I recommend it. Good book Gopd book! Great Read! Good book A very believable story line with characters who grab your interest. Good book Good story"
139,A131HVLQR3FYG3,Five Stars Five Stars Five Stars Not the kind of read I expected when I sent ... This has been a very insightful and suspense-filled series of ... Five Stars Five Stars
140,A1325YLLCIBWY0,Fun fantasy read Third times a charm A good series continues Great Finish Another romp with the Ghosts
141,A133VD7GNG3VVI,Part 2 as good as the first Not up tp her usual standard When Despair Triumphs Beaten but not defeated. Back to her best work here A Ripper Series Enthralling Dermont do with Mac and Cheese Great fun with a body count A dark story gets darker
142,A135NSTCX38DEI,Yummy! Must read! Wonderful New World! Great series I love Jim and Dali. Fun and Cute Addition! I LOVE THIS SERIES! Start of a story
143,A137202Z1L6Z9C,"Never read anything else quite like it. Very refreshing to read something really new Interesting and Well Written Series It's not a bad book, per se penthouse forum meets world of warcraft Seriously flawed book This book is a solid, enjoyable read. Interesting Period Fiction"
144,A137QA21COYENW,Rrafy for Prime Time Fun Frollics Through Time Characters you can care about! Eccellent!! Another good read Fun for All Ready for More Language Alert! Amazing Cliffhanger!!!! A Real Treat! An ending that made me smile Excellent Read!!!
145,A137UEIU93IFEF,Five Stars a great read. Would I recommend this book to other ... Four Stars Overall I am very well pleased with this book and the excitement it has brought ... Four Stars Five Stars Overall I am very well pleased with this book and the excitement it has brought ... Five Stars Five Stars A great read. Would I recommend this book to other ...
146,A138Z5HK8H0CLR,enjoyable fun read fun read fun read good read fun read
147,A13BKDOO4M5ZRB,Fantastic read Great writing!!!!!! Great read!! Five Stars Great read !! Five Stars would love to see a movie Four Stars Great Read !! Five Stars Five Stars Great read!! LEFT TURN AHEAD Five Stars Great read !! Five Stars Love the series BUT I read this in May 2016 ...
148,A13DH3K6GCGO09,Five Stars Five Stars Wonderful series. Could not stop reading Very different Excellent
149,A13DHT9IJA4J13,Not What I Expected Another Great Installment Loving It! A Great Prequel Entertaining
150,A13F40E2PEXEO4,I loved this book and let me tell you it did not disappoint. I was sad to see the series end I love this book and all the characters I loved it. I will be reading her other titles Alpha Hotness
151,A13HH5SF7M734G,"easy fun read, had a great time Five Stars Four Stars Great light reading Solid easy read Nice light reading Fast and easy Nice easy read Light, fun, easy reading Fun read"
152,A13HUHLQGU2BYM,"Great Book! ""There's No Such Thing"".... Or Maybe there is. Good Read! Great Book! More crazy misadvetures for Carrie!"
153,A13JUOVYKMUMQR,"Fun book for younger readers Amazing start to a series Well worth reading Another really good book in the Spinward Fringe Series Fun start to a new series Good Series of Books Great Series Science Fiction in the real sense Another good addition to the series Author has an unusual way of thinking Interesting and enjoyable series Each book is better than the last Good book, room for improvement. Another good addition to the series Short book with a good ending Not too bad, but there are better books of this genre out there Very satisfying ending One couple's battle against the big guys. An interesting and enjoyable series"
154,A13K1KP0M1LI38,"I just loved everything about this book... Once you start you just can't put it down.. Sci fi Romance, and I love it.. Brilliant just freaking brilliant! Patti Roberts certainly takes you on an adventure you don't want to miss! unique story, the author used beautiful details I WANT MORE....  More Niphilim more Rogues.. compelling and intriguing with a bit of Romance and sexiness fast paced and flowed really well,"
155,A13K50YGAEGPNX,Different Dangerest Great series Unexpected He has done it again
156,A13KGQAJ13PWIW,Wow. very enjoyable read. Ignore all the comparisons to Enders game and Hunger Games better than the first Tron and Terminator Loved it. Enjoying this new world and these characters. Great story. New perspective
157,A13LHNUSEL2PT0,"great little story Interesting historically based short story great filler story Four Stars Four Stars Cool a story from Al's perspective. intriguing premise, but good short As with the previous book it was awesome! Four Stars Four Stars"
158,A13M93IL1PGDNT,"A Worthy Addition to the Ring of Fire series. 19th century naval warfare set in space against a nasty enemy and with a brave sea captain, cool! Rome Still Lives in Britain! One author's enjoyable take on what might happen if you're marooned on a primitive planet and want to go home A Tale of a Post-Holocaust Naval Adventure"
159,A13OKXN3F3783H,Loss interest in story and did not finish Editior's nightmare Too long entertaining lost nterest Too preachy
160,A13P08HU2BX53O,unexpected surprise Not enough action Good space opera what was the point? Good space action for the first 90% Boring Too boring Well written but too short Disappointed
161,A13PG50TECMCUS,Great Book Great book Great Book Great book Great saga Fantastic series Fantastic Fantastic Great book Fantastic Awesome Great Book fantastic epic trilogy Five Stars Five Stars
162,A13PLORRXBWUGT,"pleasently surprised, good read Solid read too short scifi action goodness if you liked the first, more of the same."
163,A13RR459JE1D3D,Nice story Very nice short story Fantastic Another fine novella Nice find
164,A13SG6Z4YA4BJE,Fun Read worth the money Get over the minor grammar problems. It's a good read! good Continuation waiting for the next Intelligent First Contact: No Nut-Jobs Here
